"HolderAddress","Balance","PendingBalanceUpdate"
"0x007b4d2a928257e2ee7e22cb6fda5b6899360429","3.4066979766841E-05","No"
"0x010da5ff62b6e45f89fa7b2d8ced5a8b5754ec1b","4.8717911198732E-05","No"
"0x012430f934bc381d9f59a28ea34363bce170353d","6.3740644493E-08","No"
"0x028456b9bcadd85b46d9e05cdc9c757fe4878b82","8.3359226354852E-05","No"
"0x0375901b7b96014f78fda77836054f1da9df939d","1.5282047686874E-05","No"
"0x03f44e71f1cb9afa185535581f4eee5313e85a0a","3.995312165075E-06","No"
"0x06567a5f553b9798b4bd5d14c0f0b1abc34183fd","2.65568392751E-07","No"
"0x0690adc3dea3dd819064c60f9eecc22e60991f2c","2.008103507042E-06","No"
"0x0722ccf25890972061edd75eaa5c3732bcc391d3","1.5639499178977E-05","No"
"0x073f65e554b8c405c25d6fd06ad0c0d5813e0cf4","0.763714822694051","No"
"0x078b6495cdf19ba3f9f8f1938c638b6993e9fb63","8.031549223161E-06","No"
"0x0974646e838495dcbca4d52e9f12518554368e13","6.340872803E-09","No"
"0x09ae40af9a6a7e7dfb7287e21c0281b59643a6ec","8.49044105282E-07","No"
"0x0a36d8a4e778b674899c8459d49e9374b5a0c743","2.330171316E-09","No"
"0x0a43117a792d06ec98da7c3f1cd4c76ee2a574ea","2.9338089175228E-05","No"
"0x0afad4444e625d9f7697b73a5a49e66ce68109f8","1.062938432157E-06","No"
"0x0c3e36d4cde0b606d070a93f4725380c6b6fe985","4.614436172491E-06","No"
"0x0cce50b9c0a19b29633142f37b941751e513b91a","1E-18","No"
"0x0fa312bbc0038d2a680a7922ccee0298d11d023c","0.000826554847710484","No"
"0x1026df41a10bb5057d4f08261d907893f2d5f78b","2.4497748823225E-05","No"
"0x1109a83e8d2cc1d07b1235ec7528d6e058862b10","0.0433706530715783","No"
"0x110d0e8c13fa9e7a9f2ed8dc4b45eab1f2cc4d4e","9.176268795E-09","No"
"0x11178a0e6f92b6c0a7009ec46a1b65641dcc9725","2.648519127187E-06","No"
"0x1147cb0e2db099ea1d26f3a4a4686f60543e2f4f","1E-18","No"
"0x11e008ee198ac97c4d6635e2f48b91a76b10f98b","0.000928195187606207","No"
"0x13c4bd637c5bace50419309e15ef4ce671889779","2.34992797386E-06","No"
"0x1424cccf193821ffa8355fc3921c67cc41a8e6cf","1.7024286664E-08","No"
"0x1438fe16913feeeff86586e1f1e94f3ccf3372f5","1.0777591772527E-05","No"
"0x14edffe456807cb634be3ad3ca06dc6ed176e049","0.000708810974505939","No"
"0x1585ce464c095d0e0dc2f544af24801b3cce1684","0.000115395157805822","No"
"0x1594dd91c36ae3e09062285475b45ca0a2d8b3f0","2.8570370041499E-05","No"
"0x16869fdb8adad248330ebf7a1f19859cecb491be","1.0003487590115E-05","No"
"0x16b55f692d60c6cd42ef91b1e507a4ea70b026c1","0.000311624471555216","No"
"0x19260b9b573569ddb105780176547875fe9feda3","0.986288480744206","No"
"0x19f8b75f6533e3a1ae563c2ad75d14e2926a9bbe","1.076685377763E-06","No"
"0x1ba476217793db71986d0593d42706e8028cd3f7","4.4264425034E-08","No"
"0x1bc2dbb8c4d04aacf4a7fefcdb060766964b5237","5.3477518946323E-05","No"
"0x1c480891b717baf0d7eaeab5b0f3827c105a72d5","9.111668457E-09","No"
"0x1cafe432000f627c25d26ce9c47a6c99f6e0e29b","2.3828445629281E-05","No"
"0x1e02c3eae081b9bf427fee5d1153be9f68e011d6","0.000857431437545937","No"
"0x1e6dfc5287c5357d55bf897d5b57481cf645cbf4","9.598213812E-08","No"
"0x1ed509e9a84c10d4bf2aa2945e1e17aba222ab6b","0.0530224049783613","No"
"0x1edac1f2ca7eee84d105c9ff98f984c2851406de","4.406721729067E-06","No"
"0x1f14c2f40400471fb4a3aef1390f6bbbf2ad8f99","8.4008E-10","No"
"0x200d11879bbd45c36bfddc7078f12022eb74ff33","1.034525606996E-06","No"
"0x20926b51ff90f2686aecc7175905153888edae52","0.01","No"
"0x210033fbcb0627a2ab087cacde0a49160490d674","5.645098853491E-06","No"
"0x226b0f20a3f4c43d6ac5d24075b6a667dca8a1d9","8.906376391E-08","No"
"0x23fdf250e31cf3c3884e11075cc84c14c5eb3f79","0.000235632549350964","No"
"0x240dc64c0bc99625576b20f3f9229cd8d551cd4d","8.847238939E-09","No"
"0x245b0a88060d9e992e7950922c86fea91dd40fde","1.945930604165E-06","No"
"0x24a3f5b18da5e35797226d25b4bdba5a9cadcf23","3.6154703722E-08","No"
"0x24aaadb282357b540fdfcc0dc8a9ae970b23de4e","6.238934698365E-06","No"
"0x266ba7235e0b82a0c205ccb03da8cc00d702f12b","0.00107414205492168","No"
"0x2847b9f47430dc1746904e0d9371109d36a238c9","0","Yes"
"0x284ff7ea14e279c6475acdcb56ff060932a19c8f","1E-18","No"
"0x2949d0157ef65a9226a4a0e0cfd0ac52433520d9","2.127422471E-09","No"
"0x2962518b087b3ae071ca4d737c7d874af04b2142","64.5929875551237","No"
"0x2ab0e20a8dc55b1cc399f2186405f46e9f39b348","0.190033","No"
"0x2bfaf7bf2ccab7e5ac999426502342ddb7e0fdfb","0.0122316697454149","No"
"0x2c5435f482dcc476b029c74682c18de5bb31e65f","0.00728729543643814","No"
"0x2ca706baa4035ec1b1ee74560a04661de1197ddb","1.079701475057E-06","No"
"0x2cb2ec1272e0c2ab914b2155060225f37f886685","0.00108264505045577","No"
"0x2cc03c7e9935583728bb9e48e5cf8d78c493b31e","1.1650226568E-07","No"
"0x2d573d1f2578db030ff77647cfe8faafcd04a35e","9.488689018404E-06","No"
"0x2d7643d14e6382a467ef83ff2d326370669340de","1.957046872E-09","No"
"0x2e00f4691b9ba82203230b2295ea229d600be82c","9.331172430809E-06","No"
"0x2eadebdf525dd52fe0a392cde66701de14454622","6.299374229E-09","No"
"0x2f4011ea68fbc3af4db3190a384c2386f013eb65","1.0663109108E-07","No"
"0x3032ec98a8f102ceccaadf2a933a33597b57167a","1.0103901169181E-05","No"
"0x30412ffa1e2134be69df48238ea0186123be21d1","1.6126011535005E-05","No"
"0x30a098ce65e7a7dceea15b9a538789964f1044b5","1.080231236678E-06","No"
"0x30ecd1a0786dd6facecda4aed5174269d27250db","1E-18","No"
"0x330cce4744c1a24d5479e15cdaa87d23407c7e83","1.0061940094303E-05","No"
"0x349337fbf54cf7aa58a63a9209b0940247245805","4.0145082272439E-05","No"
"0x35018e911262aa04e32cc3968a99f1aa51340f69","2.14874605377E-07","No"
"0x356c938a1d889d87999c75dc4e7af1263b93e45d","0.000105652573825824","No"
"0x359669a127886428191054ff11d8bb0fbc13689b","0.000567345785469986","No"
"0x35db903c6d0c7357f07791905cf7bc3d20785fe8","6.314888299E-09","No"
"0x3621d12a269307c0df5f2fa54fda61051a0dcd04","2.7100167925032E-05","No"
"0x362c8ff0b6e1ebd8dfca25f621c32daf1a6f88b4","0.0052199883449077","No"
"0x37adc5d1fd22cfcaf530b3ae5c40d60ee54ed720","3.236909620514E-05","No"
"0x38eb48d95ea8ac3673229fc5d53c3a54c96706b0","5.00999862742E-07","No"
"0x39708771d0edb78f2c829cf3ed519d655c536fd0","6.699267151869E-06","No"
"0x39c96d344744b292f13ab6559f20784e40b1f63a","1.0403789471134E-05","No"
"0x3a31b61491e27131bd32cec299ca8113c132ae54","6.1477596636548E-05","No"
"0x3ad644dddad5a841d4f4480147437d70debd3294","0.0529777131840595","No"
"0x3ad6a4947630fbe46ebc64ba946e6d78f9332db7","2.121492854287E-06","No"
"0x3b41526e92dd519f93addd44172402cff17089b4","0.00631548473357647","No"
"0x3b98a9e999a403650589353b371a4e2ed0dd789e","6.5326007593454E-05","No"
"0x3d4d2db1ddfcf32b202a172cd8112e3034beffe6","3.237907515E-09","No"
"0x3dbce396fb771eedd4e6d72efbefa765b6f46f12","6.33045978E-09","No"
"0x3f119cef08480751c47a6f59af1ad2f90b319d44","1.148027862489E-06","No"
"0x402e185c9279f9869498262f69a549b3dddb3f64","1.014196292284E-05","No"
"0x41acad591e9d3b9e6ff2c3e350a3708a9371e113","2.11715021475E-06","No"
"0x41f195bdd857c4b1a92d08b3badfba099d5bce16","3.7941729235E-08","No"
"0x423ef74065dafe5ed75fd06e68fb1f097ca7fa9f","4.9820150167E-07","No"
"0x426c7272cffbfb2d83b4c25bf76691a267b616fe","5.203977292958E-06","No"
"0x44ccf8c72a87ec0b82423ac9cc8287f95833057e","1.14273571459E-06","No"
"0x4527cccfe2075ca697882be1cf11f854a0e2f3d4","5.60633393347E-06","No"
"0x467b3b85717c785889c091a41d632ed66e21ea16","1.3066197689335E-05","No"
"0x46943a87eb170f5ca2608fefe4e781b0bac16bc6","5.79309006528E-06","No"
"0x4703cba41bb5857801ccc675d261bf1fe1e46869","9.4142361737E-08","No"
"0x4726c43e798eab3f53006b3b8b239475035cc703","1E-05","No"
"0x476fa77349bf6bdf70e2221f09e7a4cf88a1a804","2.4E-17","No"
"0x47e88d75c4a980d9363830fe7d4e3689c357c1a6","4.3320186751845E-05","No"
"0x481d6627ac34717d59fe07bd21e274539cc81687","7.373237802E-09","No"
"0x494bd3405cdbb47ae022751ce90ce694c5fdd176","0.0225930958890656","No"
"0x4a6bbfbb1c7d0104f6356b8111ca266ef915a9c2","2.776703463343E-06","No"
"0x4b779a664b6f449ef6afc569ddbfb113748f285a","1.06091006944E-06","No"
"0x4bfbde2e484c2069e76c3207293e29daaa34a762","4.338693914754E-06","No"
"0x4ca3a09d4865397cf6cefdff35a68856b57d20f2","1.085086552288E-05","No"
"0x4cd230abc44728647aa5040806bb62eb1f6e7917","1.0737891878E-08","No"
"0x4d42cb1be313709c11365966a045b1c4e55bd1c1","8.891068836437E-06","No"
"0x4e5a61a85eb24c8ca80eac3737ab701c5066c96d","1.710674596966E-06","No"
"0x4f62849905706c70263eb2209d0e3d9be33a56a8","1.1101316161169E-05","No"
"0x518eb81bbeb41a2bb82ac1ea3c9435a02a28ec62","5.906301216801E-06","No"
"0x52fa3326addc49da89e7c0e1959ba8b4508f4cf2","0.0001615","No"
"0x5346b4e0f867f53144b29feba2d28a213abb8a35","0.0049995","No"
"0x535d6210dcd218667777209b10932a24779c5463","0.033820438692088","No"
"0x5464d19f5561e7888ea0cc043715f4356d52d4cf","0.00304606823605757","No"
"0x54cda96e02f6c79ab8faf9ded06891fce4a8874c","8.246858337E-09","No"
"0x5890efb07d3900ff15f353b72fddc48759356290","4.807212164135E-06","No"
"0x59b13ca9b0237b4999ac21f364630af67d440589","1.47349520047E-07","No"
"0x59db2737d3bfec4060aadbea6fa52e05021d44a7","8.492943876E-09","No"
"0x5a0298715ee1c8825c6187d1d57829a757f21f24","2.4E-17","No"
"0x5a4d5eaba59be792a311f8d5047ef4546ca78e1e","0.000104928903225631","No"
"0x5a5237219e4fe3ccb9e02dc450a25c16c570e284","1.229227732788E-06","No"
