"HolderAddress","Balance","PendingBalanceUpdate"
"0x002adb6fc02d3cd11ec96cb8708bd626fb9fa684","1.19149976161082","No"
"0x0033001e59d26a3659bcd873c3aef3b285982908","0.00160749077548343","No"
"0x005a945c426fe1f2eb3c4b04585a2427f7a032a8","1.5544097655E-08","No"
"0x008becef05592e0244eba8cc99af30c8a62ba456","6.67E-05","No"
"0x00a33c4ca2fb9ac79246acce0aa30aa672d8c8bf","1.3527647431E-08","No"
"0x00a5af2d7da07df76073a6f478f0fb4942d2659a","5.37798397556E-07","No"
"0x010da5ff62b6e45f89fa7b2d8ced5a8b5754ec1b","0.0261511138921789","No"
"0x010f65b81729935e9ab113f5083c3aa3cb6a6fa2","1E-18","No"
"0x011db3240c5c80dd0fd0493b69b11c87df2d450a","9.4006866167E-08","No"
"0x012430f934bc381d9f59a28ea34363bce170353d","1.200582421144E-06","No"
"0x01f29b774bd562b5518bc259b42896807cc5815f","1.20113546746962","No"
"0x02802e1ae8da338c8a5d220d857d27c49fa86a81","0.0100137052257117","No"
"0x02e65e9abc106b4547df204367541111dcb7e4b0","0.550512719481037","No"
"0x0306c61d990a11704831f0424b75cf799fd6a2c4","3.53991244631E-07","No"
"0x0436928c79f43f0c294e9bceb564e12aa2ab7ce7","1.2992418813089E-05","No"
"0x044e87f30bd9bd961c04028ac69155493e1b9ed0","0.010309560169743","No"
"0x0473e46ff0d7468160b33d4981a33a540d5ee808","0.150038946881312","No"
"0x049c7e9d6ab09ad4a025cee623049496c06e4792","0.126279969026169","No"
"0x04d0b974a50781a7ebf8ff0ea81a61f4c7db18fd","0.00492725225139215","No"
"0x0540003bbd356a49bc2e74a3f8f872dc318dc46b","9.52384614525E-07","No"
"0x0575ee63b654c639a84ad5f3413e1f61314f58b0","1.09101088667631","No"
"0x057ca9b2cb82aaa3f0bf7c35c73dccb0c376e972","0.00893481984245184","No"
"0x05daaaf88769ecabc10d83babef6dc2f1bd3a552","0.00127238515498177","No"
"0x064a2d002b634d9de93d9acdef02b8ba702390e5","7.3069878076E-08","No"
"0x0694afc47edc7aaddcc831a2c847487a346da367","0.293691963741407","No"
"0x06b8f2bcb07f68b904893aed503fcc329d9c2560","5.20980811373308","No"
"0x06c8270541b2fb47a987b129a2eeea44287f70fe","0.041689","No"
"0x0749ecf975f402ec09858c4fc1600385f0a150e6","2.54458830148E-07","No"
"0x0848f011d99c5aa0abf0e8a43c72d8b573383f2b","1.43494381129E-07","No"
"0x085e98cd14e00f9fc3e9f670e1740f954124e824","4.86401540253E-07","No"
"0x08af2be6e1e92d6f612106dffff474bb1b482e79","9.82361739318E-07","No"
"0x08c6d77bd12d25d432caf65fb157d2ec09a11306","1.746585731287E-06","No"
"0x096991d5fd06eaf1fcceaa5c59a951e964743dd8","1E-18","No"
"0x096db457da1b4be04865acdb2b353f5cd16cab9e","1.84157573740809","No"
"0x09e4fef503c1c7c832b9ca87724fd49e63936859","0.113684480827524","No"
